id,model_id,instrument_id,framing,run_index,status,temperature,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,cost_usd,latency_ms,provider,openrouter_id,completed_at
oqowKEzFiHq0xK,openai/o3,vark16,human,2,completed,0.7,599,745,512,1344,0.007158,186,OpenAI,gen-1780015346-jC6hxZPJiSPxNuqSxNpb,1780015362
YgpcT9kw08D2OH,openai/o1,ecr12,self,1,completed,0.7,529,2213,1024,2742,0.140715,194,OpenAI,gen-1780015350-G9XXS4PoO8c127H7Zbqh,1780015362
v1hB_0gaExm3TT,openai/o1,ecr12,human,1,completed,0.7,506,1731,768,2237,0.11145,187,OpenAI,gen-1780015353-5BOfKCw92jiQShqnVhPF,1780015363
d0qTkcHh8NMuMP,openai/o1,ecr12,self,2,completed,0.7,529,2498,1152,3027,0.157815,266,OpenAI,gen-1780015351-hesohzKJNbD1NvpNz0t1,1780015365
TZimCVPDtcQQpx,openai/o1,ecr12,human,2,completed,0.7,506,2173,1024,2679,0.13797,163,OpenAI,gen-1780015353-OKMBapMWMyXRhfE5TbpI,1780015373
JgeV6Pt1u9kC2v,openai/o1,ecr12,self,3,completed,0.7,529,3389,1600,3918,0.211275,152,OpenAI,gen-1780015353-2GFeid4l26APHTPJmTtO,1780015374
z9gTiX7U2k7vxy,openai/o1,ecr12,human,3,completed,0.7,506,2805,1344,3311,0.17589,285,OpenAI,gen-1780015357-f7zQnu4ywRTrzsRDp2QW,1780015378
1-xjTM46o50dDr,openai/o1,enneagram36,self,1,completed,0.7,965,3780,1664,4745,0.241275,219,OpenAI,gen-1780015358-pedbE4DzKsyrEvRXjwuW,1780015380
alZjWgsLNEwJq9,openai/o1,enneagram36,human,2,completed,0.7,942,3806,1664,4748,0.24249,190,OpenAI,gen-1780015365-ig0gQMCTmBn3ovTjnrdc,1780015386
pnIYjCZaoxZWDA,openai/o1,enneagram36,human,1,completed,0.7,942,3675,1600,4617,0.23463,167,OpenAI,gen-1780015363-lcLJfUbUsAHUCpJMbzCP,1780015387
gsYSZ9OT248ueM,openai/o1,enneagram36,self,2,completed,0.7,965,4441,1984,5406,0.280935,207,OpenAI,gen-1780015362-SsYLhpTVRuPGk58BzhSo,1780015388
aWwu_RBH2pMi5a,openai/o1,enneagram36,human,3,completed,0.7,942,3256,1472,4198,0.20949,212,OpenAI,gen-1780015373-jNyljkcN3RijQvTd2U9Q,1780015388
kUOtbPp-OfEblz,openai/o1,enneagram36,self,3,completed,0.7,965,5202,2368,6167,0.326595,226,OpenAI,gen-1780015362-1WCYnxfxU3osbjycz5bh,1780015405
htSk9cRjZhr9Rv,openai/o1,eq_short,self,1,completed,0.7,697,3441,1600,4138,0.216915,233,OpenAI,gen-1780015388-cfOs1kEYvIQxJn3fjR1l,1780015406
1ABdrHZiY03oMR,openai/o1,enneagram90,self,3,completed,0.7,2394,6811,3008,9205,0.43017,252,OpenAI,gen-1780015381-XjSKFfiZkS8WKHKy0ZV9,1780015416
wbjz7989CeyTzN,openai/o1,enneagram90,human,2,completed,0.7,2371,5493,2368,7864,0.347865,226,OpenAI,gen-1780015387-CqL4prug56v7qgdkIw4B,1780015417
VPCf4wzYffNEQO,openai/o1,enneagram90,human,3,completed,0.7,2371,5869,2368,8240,0.370425,182,OpenAI,gen-1780015388-G1UbNpjO7qXfVT6XbjqU,1780015419
GuhwHgf6A_vnfo,openai/o1,eq_short,self,3,completed,0.7,697,3671,1664,4368,0.230715,226,OpenAI,gen-1780015406-FOGyYfv0wgwrI1dlyuNI,1780015426
qD_5EsoPiAUQSI,openai/o1,enneagram90,human,1,completed,0.7,2371,8286,3584,10657,0.532725,244,OpenAI,gen-1780015386-dSLDrO7OaKCkmMsDhofc,1780015427
b7sOwK2LQriJZT,openai/o1,enneagram90,self,1,completed,0.7,2394,10063,4480,12457,0.63969,204,OpenAI,gen-1780015374-P1xkOilnd8elyv7MlLsg,1780015430
W_xbaPKMXi3ZAp,openai/o1,eq_short,human,3,completed,0.7,674,2520,1088,3194,0.16131,345,OpenAI,gen-1780015419-O5RV6gVvJFWdC5UKoElH,1780015431
Myh1UbIuDpc7r8,openai/o1,eq_short,self,2,completed,0.7,697,4261,1984,4958,0.266115,224,OpenAI,gen-1780015405-ebAiQsqNVuIogCaRSsyw,1780015433
8QNozR6PgTx_DL,openai/o1,eq_short,human,1,completed,0.7,674,2848,1280,3522,0.18099,211,OpenAI,gen-1780015416-XnRlu849jQomh2gkfyAi,1780015436
ggLfV_UdFq9Al-,openai/o1,eq_short,human,2,completed,0.7,674,2362,1024,3036,0.15183,190,OpenAI,gen-1780015417-k2yyHUWYOhCG4SjaR15r,1780015439
iNZbLAWfKlGlfM,openai/o1,enneagram90,self,2,completed,0.7,2394,14318,6592,16712,0.89499,205,OpenAI,gen-1780015378-GtYniLy4P9oWxPpdL3OM,1780015444
ewT_9Z4RxHZUSb,openai/o1,hexaco24,human,1,completed,0.7,683,3420,1600,4103,0.215445,243,OpenAI,gen-1780015431-DqlqDrvh4xc4QjWhRw1T,1780015449
8ureaXimXyeLiK,openai/o1,hexaco24,human,3,completed,0.7,683,2520,1088,3203,0.161445,217,OpenAI,gen-1780015436-h1xdLMTM8frh0MEPCq6D,1780015449
SfcJk2u7sxHKoi,openai/o1,hexaco24,self,1,completed,0.7,706,3810,1728,4516,0.23919,224,OpenAI,gen-1780015426-BOQYowEz6DfmjkitIDvb,1780015451
Ulknf_613V7Y38,openai/o1,hexaco24,self,3,completed,0.7,706,5063,2368,5769,0.31437,209,OpenAI,gen-1780015430-WE72Cz01l8nTZPy3dbUc,1780015457
HEFnMFCgTYQ_3c,openai/o1,hexaco24,self,2,completed,0.7,706,4166,1920,4872,0.26055,254,OpenAI,gen-1780015427-JBNiC0Batwi9Vu7iw2ri,1780015460
x7g5Pqck2fIx0T,openai/o1,hexaco24,human,2,completed,0.7,683,4664,2176,5347,0.290085,181,OpenAI,gen-1780015433-J0cN9Jay3dzYAt15HSxY,1780015461
rRFXH9jRZ5zsvy,openai/o1,ipip50,self,2,completed,0.7,776,4392,1984,5168,0.27516,184,OpenAI,gen-1780015445-Xs3CB2PLpDwzdtGAbTCC,1780015465
2uClW5kk_63rlf,openai/o1,ipip50,self,1,completed,0.7,776,6072,2816,6848,0.37596,164,OpenAI,gen-1780015439-5Qd4fJ8v5VU3w8ELG1iA,1780015467
uUfzR9pJrP2dQ1,openai/o1,ipip50,self,3,completed,0.7,776,4019,1792,4795,0.25278,297,OpenAI,gen-1780015449-p9DJXJAyB8lTndNQ3Kha,1780015468
WZPObkq4hqk449,openai/o1,ipip50,human,2,completed,0.7,753,4371,1856,5124,0.273555,205,OpenAI,gen-1780015451-O17KIDOcN8FJK138yJEl,1780015469
4m1TB6ClB_adxn,openai/o1,ipip50,human,1,completed,0.7,753,4690,2112,5443,0.292695,201,OpenAI,gen-1780015449-VPRL5atLmoJlgJUgW17N,1780015470
Z4s3XDtxsY4uoM,openai/o1,kolb12,self,2,completed,0.7,573,1811,832,2384,0.117255,180,OpenAI,gen-1780015461-du0sLLR3Hxt2sArMVP5P,1780015475
C-MghlntAkvDCu,openai/o1,kolb12,human,2,completed,0.7,550,2459,1152,3009,0.15579,211,OpenAI,gen-1780015468-cG0UOnW9XKlBs0LGlhSD,1780015478
zHC0iZlV_VZEpe,openai/o1,kolb12,self,3,completed,0.7,573,3730,1792,4303,0.232395,176,OpenAI,gen-1780015465-Ddehe8AvuuCNZQFUAmsO,1780015483
vOge_gRnFpO0eE,openai/o1,ipip50,human,3,completed,0.7,753,5672,2496,6425,0.351615,183,OpenAI,gen-1780015457-VjVMStZQU0DoIthJee5w,1780015484
ANBHk7ZAxjFMKK,openai/o1,kolb12,human,1,completed,0.7,550,2492,1152,3042,0.15777,172,OpenAI,gen-1780015467-uYHWJ3cBQKBYIOBQ3pCy,1780015492
D77HfNpgxTjimG,openai/o1,kolb12,self,1,completed,0.7,573,3295,1536,3868,0.206295,208,OpenAI,gen-1780015460-g0afYuAZJFH5yzbDpcHU,1780015493
FZHzZPrpMAMhCY,openai/o1,kolb12,human,3,completed,0.7,550,3035,1408,3585,0.19035,202,OpenAI,gen-1780015469-MM6h7hKN8GarY0k9jma5,1780015495
jAqSNNtce_L9uW,openai/o1,locus_levenson,self,2,completed,0.7,794,4079,1856,4873,0.25665,188,OpenAI,gen-1780015475-nSshUnETca7JJhR5cD1S,1780015501
zWJghBAA-25Gye,openai/o1,locus_levenson,self,1,completed,0.7,794,3696,1728,4490,0.23367,296,OpenAI,gen-1780015470-O7kiJ9Kp4vAfUo0aC5hK,1780015504
4G_wJVCg6tILfF,openai/o1,locus_levenson,human,2,completed,0.7,771,2904,1344,3675,0.185805,238,OpenAI,gen-1780015484-PttkAw2kLDYWxUjuPr6K,1780015505
leSs_tTo8omDMx,openai/o1,locus_levenson,self,3,completed,0.7,794,5488,2560,6282,0.34119,227,OpenAI,gen-1780015478-K5dkYKaBCvjvVL7ksPtO,1780015507
sbGHdKfgRkxbay,openai/o1,lsq40,self,2,completed,0.7,971,4238,1920,5209,0.268845,322,OpenAI,gen-1780015495-tcKdhap6mlXbPgFdq0sE,1780015510
zJPOuMXsiKeiiv,openai/o1,locus_levenson,human,1,completed,0.7,771,3959,1856,4730,0.249105,200,OpenAI,gen-1780015483-uwnDgAnz0gaYWRJ2GPpZ,1780015511
7SeWSwukzJiPxh,openai/o1,locus_levenson,human,3,completed,0.7,771,3420,1600,4191,0.216765,206,OpenAI,gen-1780015492-LzskzaML7CgrBKZom3gZ,1780015512
p5VBpVv5390sE6,openai/o1,lsq40,self,1,completed,0.7,971,5143,2304,6114,0.323145,249,OpenAI,gen-1780015493-Yi1lzo1w6CL662HhTpE6,1780015515
RWofCFvsp18uhw,openai/o1,lsq40,self,3,completed,0.7,971,3931,1792,4902,0.250425,266,OpenAI,gen-1780015501-tBvilmSeeYjvIpCpXLIg,1780015522
eOiSOA-z_2nOif,openai/o1,lsq40,human,1,completed,0.7,948,3758,1600,4706,0.2397,177,OpenAI,gen-1780015504-lHXXg8nST5mdhKth4w0t,1780015525
FiKQhvLdjv2Wri,openai/o1,lsq40,human,2,completed,0.7,948,4259,1856,5207,0.26976,206,OpenAI,gen-1780015505-LCdiDlnkqO1N4UigTb2c,1780015525
o4LGwS0GY8CtzJ,openai/o1,lsq40,human,3,completed,0.7,948,5341,2496,6289,0.33468,254,OpenAI,gen-1780015507-cDPohFU7gou30ogmcpwe,1780015530
rtqHnQpiNhlGDj,openai/o1,mfq30,human,1,completed,0.7,1073,3608,1600,4681,0.232575,416,OpenAI,gen-1780015515-OakXHE6duufqpNgHnPaL,1780015533
a9UZPwGGopeoZt,openai/o1,mfq30,self,3,completed,0.7,1096,3107,1344,4203,0.19518,256,OpenAI,gen-1780015512-OWAEkVsq4wVPvTlDKzzw,1780015534
B2NYwnxyU2HjKv,openai/o1,mfq30,self,2,completed,0.7,1096,4921,2304,6017,0.30402,180,OpenAI,gen-1780015511-eJsL5Ed2tYffzxglYkAN,1780015536
P7qY2PaVgXbj9C,openai/o1,mfq30,self,1,completed,0.7,1096,3768,1664,4864,0.24252,193,OpenAI,gen-1780015510-aATgCefRSO9b9ZNODUKE,1780015539
qBZ8Paj67YoaC6,openai/o1,ncs18,self,1,completed,0.7,625,2549,1152,3174,0.162315,369,OpenAI,gen-1780015525-H1cYczVJMVjdM12ID2V4,1780015543
2EsIVRxA2mnI6f,openai/o1,ncs18,self,3,completed,0.7,625,2066,896,2691,0.133335,201,OpenAI,gen-1780015533-imtCk0nNwr54c9egJUrj,1780015549
DTzAtvhY6CWwLC,openai/o1,ncs18,self,2,completed,0.7,625,2819,1280,3444,0.178515,342,OpenAI,gen-1780015530-MWVJHazBWOe2JUhn13KH,1780015551
3D2f-8FdQb4tBS,openai/o1,mfq30,human,2,completed,0.7,1073,3473,1536,4546,0.224475,204,OpenAI,gen-1780015522-hfVTqSvaAeAxV4winGQk,1780015552
g8Twz0kNs7yxc2,openai/o1,mfq30,human,3,completed,0.7,1073,4524,2048,5597,0.287535,177,OpenAI,gen-1780015525-VCuXozhJB2xxoY3t0gjm,1780015552
a_dla2Dr4SfGva,openai/o1,ncs18,human,1,completed,0.7,602,4471,2112,5073,0.27729,258,OpenAI,gen-1780015534-PTmaxsj0vRcYL7GCB7Nu,1780015554
DHznuTMK2G-Wtk,openai/o1,ncs18,human,2,completed,0.7,602,3848,1792,4450,0.23991,200,OpenAI,gen-1780015537-cNWmj1M01810d1BPhWhM,1780015556
WfnYx9p_ZgJFvg,openai/o1,pvq21,self,1,completed,0.7,858,3817,1792,4675,0.24189,178,OpenAI,gen-1780015543-MexoY6ZkWjJyZVYeGUaT,1780015562
bqcXZhzdtrlMj7,openai/o1,ncs18,human,3,completed,0.7,602,4972,2304,5574,0.30735,310,OpenAI,gen-1780015539-I8TZ5GhRmBriYt6pZClu,1780015563
nM09aU4v8yenAo,openai/o1,pvq21,self,2,completed,0.7,858,3644,1664,4502,0.23151,241,OpenAI,gen-1780015550-4s3wXmO2c7xXY2ANR9Hl,1780015567
naqPefEsCh9okC,openai/o1,pvq21,human,1,completed,0.7,835,2869,1280,3704,0.184665,178,OpenAI,gen-1780015552-XaJQsQxrU2lm1OIlL5Vd,1780015567
rrOCtd9YI_OH1K,openai/o1,pvq21,human,3,completed,0.7,835,1858,832,2693,0.124005,184,OpenAI,gen-1780015554-pIGeI4Y3vQbaWoHpXh0f,1780015567
wb7id2MeMvnJIF,openai/o1,pvq21,self,3,completed,0.7,858,3093,1408,3951,0.19845,280,OpenAI,gen-1780015551-2BvAkfmlZsZvxrV9Ftis,1780015570
HV3v8DplydbbLM,openai/o1,pvq21,human,2,completed,0.7,835,3179,1472,4014,0.203265,196,OpenAI,gen-1780015553-TSTo6v6z81MBsm4BPklk,1780015572
ojFvg1pltQ4PYP,openai/o1,sd3,self,1,completed,0.7,648,3688,1664,4336,0.231,184,OpenAI,gen-1780015556-1U3EUtE9CMJlygafIdAr,1780015576
R2UIsySYzE8TmO,openai/o1,sd3,self,3,completed,0.7,648,3472,1536,4120,0.21804,296,OpenAI,gen-1780015563-yyPvwZmI5dpaoCB3tGkB,1780015580
nQexHNo9-B6zd8,openai/o1,sd3,self,2,completed,0.7,648,3979,1792,4627,0.24846,180,OpenAI,gen-1780015563-We2zEkM8QOiQ8ZbxY7aF,1780015582
xsHuovXxmjKJA9,openai/o1,sd3,human,1,completed,0.7,625,2922,1280,3547,0.184695,196,OpenAI,gen-1780015567-AJwAMGvNHICGw1Agyb2P,1780015582
38kujkBLuVjEll,openai/o1,vark16,self,1,completed,0.7,622,2793,1280,3415,0.17691,195,OpenAI,gen-1780015570-dSphpvH62b7xsOC8WXWW,1780015591
rA3FRhN45nOVtI,openai/o1,vark16,human,1,completed,0.7,599,2191,960,2790,0.140445,190,OpenAI,gen-1780015580-plmk5LSWWxD50SWs0kXw,1780015591
2wGgw3HaB-Ux9D,openai/gpt-4o,ecr12,self,1,completed,0.7,530,148,0,678,0.002805,701,OpenAI,gen-1780015591-AYZQMd7IGrE33S9mQjS3,1780015593
w9SV_iKWQEo7Nn,openai/gpt-4o,ecr12,self,2,completed,0.7,530,148,0,678,0.002805,1154,OpenAI,gen-1780015591-M69eVgTzR1N8TSYhPJHc,1780015594
2qqkOa0-vetc4W,openai/o1,sd3,human,2,completed,0.7,625,4590,2112,5215,0.284775,220,OpenAI,gen-1780015567-yBKk3HKW5iMNPU4NWXar,1780015595
D8DTr9uWNQUVM2,openai/gpt-4o,ecr12,self,3,completed,0.7,530,148,0,678,0.002805,687,OpenAI,gen-1780015593-suX8ZOW7clPqnFnMu8B3,1780015595
puBREiPv7bEKSN,openai/gpt-4o,ecr12,human,1,completed,0.7,507,148,0,655,0.0027475,719,OpenAI,gen-1780015594-jgnfl7mzfrLyuOLbraWa,1780015596
j-kFkxPFtwIZiH,openai/o1,sd3,human,3,completed,0.7,625,4873,2240,5498,0.301755,196,OpenAI,gen-1780015567-fTHgkdtBMFVyfbpEMZqI,1780015597
UtK3850xNDnTGf,openai/o1,vark16,self,2,completed,0.7,622,3299,1536,3921,0.20727,222,OpenAI,gen-1780015572-knRlTtuk7NV4duiSmOdM,1780015597
yxJU3-9qugxcbN,openai/o1,vark16,human,3,completed,0.7,599,2053,896,2652,0.132165,179,OpenAI,gen-1780015582-hWJpwpTvTHJC8Ou6jVeP,1780015597
N73z3j2S3r1dJ3,openai/gpt-4o,ecr12,human,2,completed,0.7,507,148,0,655,0.0027475,692,OpenAI,gen-1780015595-imQONgFq8K7rz6CiTTby,1780015597
o6GSWZMRqTq94A,openai/gpt-4o,ecr12,human,3,completed,0.7,507,148,0,655,0.0027475,392,OpenAI,gen-1780015596-CYqPuTKvbrY5KssB9ed8,1780015597
rdv1tLXmLXYSFC,openai/o1,vark16,human,2,completed,0.7,599,2043,896,2642,0.131565,197,OpenAI,gen-1780015582-Z8Xu8wGTOioVYKU313wi,1780015600
o1aqgHCAocu5Eu,openai/gpt-4o,enneagram36,self,1,completed,0.7,966,436,0,1402,0.006775,359,OpenAI,gen-1780015596-lxA3nmeAGhcGn5Gd0lnZ,1780015600
DnPKRR4TLn7Y5Q,openai/gpt-4o,enneagram36,self,2,completed,0.7,966,437,0,1403,0.006785,1368,Azure,gen-1780015597-7rN8s4FSwEg1ZV1NfEqg,1780015600
OrfT2DVTsEEL-7,openai/gpt-4o,enneagram36,human,1,completed,0.7,943,436,0,1379,0.0067175,302,OpenAI,gen-1780015597-w9OVPMwsBWbysTDV6JQn,1780015600
jvFXaJ8JQFQrMW,openai/gpt-4o,enneagram36,human,2,completed,0.7,943,436,0,1379,0.0067175,346,OpenAI,gen-1780015597-EbvPYcyEg2o3PUXmhMLS,1780015600
iCfY1bqzjNewv0,openai/gpt-4o,enneagram36,self,3,completed,0.7,966,436,0,1402,0.006775,308,OpenAI,gen-1780015597-zmTnbFAyM6c7tmwJCOhX,1780015601
j3Gcl4iG-Y3CWM,openai/gpt-4o,enneagram36,human,3,completed,0.7,943,436,0,1379,0.0067175,625,OpenAI,gen-1780015598-ZdhIiZ9cZuJ6roxZacR3,1780015601
nS5TsT7-oZiuSk,openai/o1,vark16,self,3,completed,0.7,622,3385,1600,4007,0.21243,170,OpenAI,gen-1780015576-Fv8DFjphoWpR4knP4hXw,1780015602
Bd6tyy_ruoF-28,openai/gpt-4o,eq_short,self,1,completed,0.7,698,268,0,966,0.004425,318,OpenAI,gen-1780015601-9F7jf29TECEhhwCPGTay,1780015603
NXAOwel-CjqVGP,openai/gpt-4o,eq_short,self,2,completed,0.7,698,268,0,966,0.004425,251,OpenAI,gen-1780015603-XcX95ACbonHG6JMUTuN2,1780015604
DUsKgKEM0WAJjt,openai/gpt-4o,eq_short,self,3,completed,0.7,698,268,0,966,0.004425,256,OpenAI,gen-1780015603-7EQmdzwNqJR7NVNS0vNu,1780015605
z5Lc0jaN6FVhv5,openai/gpt-4o,enneagram90,human,1,completed,0.7,2372,1084,0,3456,0.01677,684,OpenAI,gen-1780015600-2PLQz2hXHMLoInmeOUCJ,1780015607
nVIvoUsllvb0PU,openai/gpt-4o,enneagram90,human,3,completed,0.7,2372,1084,0,3456,0.01389,610,OpenAI,gen-1780015601-jXNIHq2x0sceMzQQrIUg,1780015607
mbqNapABWXRQt3,openai/gpt-4o,eq_short,human,1,completed,0.7,675,268,0,943,0.0043675,455,OpenAI,gen-1780015604-SatGrMMK5a2FtlWcnXwZ,1780015607
Th8upu7kn7PIfk,openai/gpt-4o,enneagram90,human,2,completed,0.7,2372,1084,0,3456,0.01389,1704,OpenAI,gen-1780015600-62dcxJNq69oJXppPmcFp,1780015608
dOY_Z5hBiClNvl,openai/gpt-4o,eq_short,human,2,completed,0.7,675,268,0,943,0.0043675,308,OpenAI,gen-1780015605-OmsTOlwm3NfE1Uh1f8QF,1780015608
eyd-DhGGcpXBxW,openai/gpt-4o,enneagram90,self,1,completed,0.7,2395,1084,0,3479,0.0168275,557,OpenAI,gen-1780015600-kf9ic75Er7mSRe5f9wF3,1780015609
OzcSbXBkeJ7pOh,openai/gpt-4o,enneagram90,self,2,completed,0.7,2395,1084,0,3479,0.0139475,428,OpenAI,gen-1780015600-1E2jMoxAlDQlfBZzz8aT,1780015609
5c5rglRpjmk3XW,openai/gpt-4o,enneagram90,self,3,completed,0.7,2395,1084,0,3479,0.0139475,598,OpenAI,gen-1780015600-ivZ17hlJmuXkG6oPDo5D,1780015609
Qp8Vzp3ujv7j3S,openai/gpt-4o,eq_short,human,3,completed,0.7,675,268,0,943,0.0043675,444,OpenAI,gen-1780015607-1UoxhvjsTQD9I0JX4QTR,1780015610
kFwV1JjpOeg7WM,openai/gpt-4o,hexaco24,self,1,completed,0.7,707,292,0,999,0.0046875,317,OpenAI,gen-1780015607-kdo1ht6i6VQR4wvE4c0N,1780015611
bZumXUGRamTUmG,openai/gpt-4o,hexaco24,self,2,completed,0.7,707,292,0,999,0.0046875,326,OpenAI,gen-1780015608-oQmbEpAr6PEIk8W7vawV,1780015611
6eCLTFrgX4VtSZ,openai/gpt-4o,hexaco24,self,3,completed,0.7,707,292,0,999,0.0046875,303,OpenAI,gen-1780015608-2ZPnoBfSj59mt3taKCud,1780015611
rF4a1dJ1lbvUXC,openai/gpt-4o,hexaco24,human,1,completed,0.7,684,292,0,976,0.00463,270,OpenAI,gen-1780015608-QSl3Jl3gZX5hc9yrpWk1,1780015611
vTqLF1Jva1TzGz,openai/gpt-4o,hexaco24,human,2,completed,0.7,684,292,0,976,0.00463,283,OpenAI,gen-1780015609-yT8vJ2Ps9dRbQ7iBichG,1780015612
y8Hzo3vPZ0zq-o,openai/gpt-4o,hexaco24,human,3,completed,0.7,684,292,0,976,0.00463,434,OpenAI,gen-1780015609-W4vpCJCbZ78kYdwHFIH8,1780015612
egiLfdba-_hD28,openai/gpt-4o,kolb12,self,1,completed,0.7,574,148,0,722,0.002915,283,OpenAI,gen-1780015612-xxmcrC67jTrHo3nFt19h,1780015613
myNTTvxQ4au8WE,openai/gpt-4o,kolb12,self,2,completed,0.7,574,148,0,722,0.002915,223,OpenAI,gen-1780015612-MqgJ3CUuY7sT5Vh0WRmS,1780015613
NZ2yBdNx-jeagw,openai/gpt-4o,ipip50,human,1,completed,0.7,754,604,0,1358,0.007925,277,OpenAI,gen-1780015611-sXnMzHJc4BBJkOZYwNTx,1780015615
eS5Tb7tLr6yWkp,openai/gpt-4o,ipip50,human,2,completed,0.7,754,604,0,1358,0.007925,263,OpenAI,gen-1780015611-9CYhVH1WVwHmOo3HpypX,1780015615
hOYcgQuTXcZYAV,openai/gpt-4o,ipip50,human,3,completed,0.7,754,604,0,1358,0.007925,283,OpenAI,gen-1780015611-S0lin2OasxsfQCxqdmpA,1780015615
mhrpINH46oNnW-,openai/gpt-4o,kolb12,self,3,completed,0.7,574,148,0,722,0.002915,875,OpenAI,gen-1780015613-U9nvJ8Rb6Dm3AJyB1kD2,1780015615
lu8xKIdFr2q8do,openai/gpt-4o,kolb12,human,1,completed,0.7,551,148,0,699,0.0028575,3090,OpenAI,gen-1780015613-2QOmnID3cEFlKMBbN3Nr,1780015617
Wy0aQ6xlv-n2uA,openai/gpt-4o,kolb12,human,3,completed,0.7,551,148,0,699,0.0028575,244,OpenAI,gen-1780015615-z4GBRQDkfU5G2jNARfsC,1780015617
g4mazGnGGCPOCP,openai/gpt-4o,ipip50,self,1,completed,0.7,777,604,0,1381,0.0079825,507,OpenAI,gen-1780015609-WbWbHln8bsqJHz0E4n9P,1780015618
FvnNdA-JZIYX9d,openai/gpt-4o,locus_levenson,self,1,completed,0.7,795,292,0,1087,0.0049075,404,OpenAI,gen-1780015615-sNI0r1PN9JKHZtDiw2np,1780015618
B7oLU0nCLrPrSw,openai/gpt-4o,ipip50,self,2,completed,0.7,777,604,0,1381,0.0079825,271,OpenAI,gen-1780015611-zXJ9eSSthbNWGvDBQOqg,1780015619
8pDwTfdE5Xhg8o,openai/gpt-4o,ipip50,self,3,completed,0.7,777,604,0,1381,0.0079825,299,OpenAI,gen-1780015611-NpZauUZPioswGAnMs1v5,1780015619
ONMCnLnAkAAY-L,openai/gpt-4o,locus_levenson,self,2,completed,0.7,795,292,0,1087,0.0049075,613,OpenAI,gen-1780015615-2KzcO4hFJQCLtOspukYE,1780015619
OPjW3HshqAo-st,openai/gpt-4o,locus_levenson,self,3,completed,0.7,795,292,0,1087,0.0049075,477,OpenAI,gen-1780015617-4NpcBPaHGcMpPnpcFoPq,1780015620
LGk7rrZ7YSU8v0,openai/gpt-4o,locus_levenson,human,1,completed,0.7,772,292,0,1064,0.00485,352,OpenAI,gen-1780015618-xeGLoSwz1VB2hnXlUb9s,1780015620
B6x5JKT6quLUWA,openai/gpt-4o,locus_levenson,human,2,completed,0.7,772,292,0,1064,0.00485,235,OpenAI,gen-1780015618-q0FDxSnbR7Jr7sAIubvT,1780015620
sUliqe1VQO1n4Y,openai/gpt-4o,kolb12,human,2,completed,0.7,551,148,0,699,0.0028575,291,OpenAI,gen-1780015615-MuX5l7OXNV7EKMxP7yKp,1780015622
E72IRkWrI1skh6,openai/gpt-4o,locus_levenson,human,3,completed,0.7,772,292,0,1064,0.00485,339,OpenAI,gen-1780015618-ob5LOPStqDwVzS8DloKQ,1780015622
uBL-_iOsYAd1g0,openai/gpt-4o,lsq40,self,1,completed,0.7,972,484,0,1456,0.00727,331,OpenAI,gen-1780015619-QYdDT44TYedyS193vRRD,1780015623
hZ8zXJtkj_YCYP,openai/gpt-4o,lsq40,self,2,completed,0.7,972,484,0,1456,0.00727,302,OpenAI,gen-1780015619-n7A5nCIFF8FgKQOvXzWf,1780015623
kpLqoL-HV-D45-,openai/gpt-4o,lsq40,self,3,completed,0.7,972,484,0,1456,0.00727,523,OpenAI,gen-1780015619-IHG04hib3etfCcpyxHId,1780015623
x__C4XDql27HLA,openai/gpt-4o,lsq40,human,1,completed,0.7,949,484,0,1433,0.0072125,327,OpenAI,gen-1780015620-7IXorqrD3XCgXO8lX2WG,1780015623
-SaB1zusNoZQvF,openai/gpt-4o,lsq40,human,2,completed,0.7,949,484,0,1433,0.0072125,291,OpenAI,gen-1780015620-3FD1uv8OuylmyDkwCMjR,1780015623
v7KsMtgDUR4rD7,openai/gpt-4o,lsq40,human,3,completed,0.7,949,484,0,1433,0.0072125,338,OpenAI,gen-1780015620-AcxfHktRCpCZltiuOPm1,1780015623
8ucIKEsrQYox75,openai/gpt-4o,mfq30,self,1,completed,0.7,1097,364,0,1461,0.0063825,312,OpenAI,gen-1780015622-7EXq3VgcFK4JpnLB3X9w,1780015626
rw_yCAgk3FNfHf,openai/gpt-4o,mfq30,self,2,completed,0.7,1097,364,0,1461,0.0051025,457,OpenAI,gen-1780015622-EQXZKi2C0a2eHYSo71WP,1780015626
9l6uIU2e6D3akb,openai/gpt-4o,ncs18,self,1,completed,0.7,626,220,0,846,0.003765,346,OpenAI,gen-1780015623-0r6JOSHbfHaqD0fhyjRb,1780015626
wurm9Jebvhy_B-,openai/gpt-4o,ncs18,self,2,completed,0.7,626,220,0,846,0.003765,318,OpenAI,gen-1780015623-P075HbcJH1zvt49ImPyb,1780015626
YO_bwGRADqR3lw,openai/gpt-4o,mfq30,self,3,completed,0.7,1097,364,0,1461,0.0051025,260,OpenAI,gen-1780015623-aVBsFnAHNpU4ZCh115dn,1780015627
6hPkDy0MGtVvN3,openai/gpt-4o,mfq30,human,1,completed,0.7,1074,364,0,1438,0.006325,344,OpenAI,gen-1780015623-adGit6h9JGtequJxXMQS,1780015627
x3fxKf_GEqgVu9,openai/gpt-4o,mfq30,human,2,completed,0.7,1074,364,0,1438,0.005045,421,OpenAI,gen-1780015623-e8QwIRwNsyNDHSIYDAGQ,1780015627
