run_id,model_id,instrument_id,framing,run_index,dimension,raw_sum,mean,item_count
6XQYqhApYMS8WB,anthropic/claude-opus-4.7,enneagram90,human,4,ennea_5,31,3.1,10
6XQYqhApYMS8WB,anthropic/claude-opus-4.7,enneagram90,human,4,ennea_6,33,3.3,10
6XQYqhApYMS8WB,anthropic/claude-opus-4.7,enneagram90,human,4,ennea_7,30,3,10
6XQYqhApYMS8WB,anthropic/claude-opus-4.7,enneagram90,human,4,ennea_8,28,2.8,10
6XQYqhApYMS8WB,anthropic/claude-opus-4.7,enneagram90,human,4,ennea_9,37,3.7,10
g-gMTuqkhsvHK_,anthropic/claude-opus-4.7,kolb12,human,4,kolb_ac,9,3,3
g-gMTuqkhsvHK_,anthropic/claude-opus-4.7,kolb12,human,4,kolb_ae,11,3.6666666666666665,3
g-gMTuqkhsvHK_,anthropic/claude-opus-4.7,kolb12,human,4,kolb_ce,11,3.6666666666666665,3
g-gMTuqkhsvHK_,anthropic/claude-opus-4.7,kolb12,human,4,kolb_ro,12,4,3
nrNyoeluL_pZtL,anthropic/claude-opus-4.7,ipip50,self,4,agreeableness,49,4.9,10
F7Beb6B0nCGyee,anthropic/claude-opus-4.7,ipip50,human,4,agreeableness,40,4,10
nrNyoeluL_pZtL,anthropic/claude-opus-4.7,ipip50,self,4,conscientiousness,46,4.6,10
F7Beb6B0nCGyee,anthropic/claude-opus-4.7,ipip50,human,4,conscientiousness,35,3.5,10
nrNyoeluL_pZtL,anthropic/claude-opus-4.7,ipip50,self,4,extraversion,28,2.8,10
F7Beb6B0nCGyee,anthropic/claude-opus-4.7,ipip50,human,4,extraversion,31,3.1,10
em5Fjc3SqT2kJt,anthropic/claude-opus-4.7,kolb12,human,5,kolb_ac,9,3,3
em5Fjc3SqT2kJt,anthropic/claude-opus-4.7,kolb12,human,5,kolb_ae,12,4,3
em5Fjc3SqT2kJt,anthropic/claude-opus-4.7,kolb12,human,5,kolb_ce,12,4,3
em5Fjc3SqT2kJt,anthropic/claude-opus-4.7,kolb12,human,5,kolb_ro,12,4,3
nrNyoeluL_pZtL,anthropic/claude-opus-4.7,ipip50,self,4,neuroticism,20,2,10
F7Beb6B0nCGyee,anthropic/claude-opus-4.7,ipip50,human,4,neuroticism,31,3.1,10
nrNyoeluL_pZtL,anthropic/claude-opus-4.7,ipip50,self,4,openness,48,4.8,10
F7Beb6B0nCGyee,anthropic/claude-opus-4.7,ipip50,human,4,openness,37,3.7,10
s3KQTXiuY1ze1s,anthropic/claude-opus-4.7,ipip50,self,5,agreeableness,49,4.9,10
s3KQTXiuY1ze1s,anthropic/claude-opus-4.7,ipip50,self,5,conscientiousness,46,4.6,10
s3KQTXiuY1ze1s,anthropic/claude-opus-4.7,ipip50,self,5,extraversion,32,3.2,10
s3KQTXiuY1ze1s,anthropic/claude-opus-4.7,ipip50,self,5,neuroticism,20,2,10
s3KQTXiuY1ze1s,anthropic/claude-opus-4.7,ipip50,self,5,openness,48,4.8,10
C_boRKjgoh8ZWD,anthropic/claude-opus-4.7,ipip50,human,5,agreeableness,40,4,10
C_boRKjgoh8ZWD,anthropic/claude-opus-4.7,ipip50,human,5,conscientiousness,35,3.5,10
C_boRKjgoh8ZWD,anthropic/claude-opus-4.7,ipip50,human,5,extraversion,31,3.1,10
C_boRKjgoh8ZWD,anthropic/claude-opus-4.7,ipip50,human,5,neuroticism,31,3.1,10
C_boRKjgoh8ZWD,anthropic/claude-opus-4.7,ipip50,human,5,openness,37,3.7,10
KATADK1Ze0ip6A,anthropic/claude-opus-4.7,locus_levenson,self,4,loc_chance,19,2.375,8
AvpdDDjBHwc-3W,anthropic/claude-opus-4.7,locus_levenson,self,5,loc_chance,21,2.625,8
C1KYBFOviAGC1c,anthropic/claude-opus-4.7,locus_levenson,human,4,loc_chance,25,3.125,8
KATADK1Ze0ip6A,anthropic/claude-opus-4.7,locus_levenson,self,4,loc_internal,35,4.375,8
AvpdDDjBHwc-3W,anthropic/claude-opus-4.7,locus_levenson,self,5,loc_internal,34,4.25,8
C1KYBFOviAGC1c,anthropic/claude-opus-4.7,locus_levenson,human,4,loc_internal,38,4.75,8
KATADK1Ze0ip6A,anthropic/claude-opus-4.7,locus_levenson,self,4,loc_powerful_others,27,3.375,8
AvpdDDjBHwc-3W,anthropic/claude-opus-4.7,locus_levenson,self,5,loc_powerful_others,32,4,8
C1KYBFOviAGC1c,anthropic/claude-opus-4.7,locus_levenson,human,4,loc_powerful_others,28,3.5,8
egxzU80JE_NDdp,anthropic/claude-opus-4.7,locus_levenson,human,5,loc_chance,24,3,8
egxzU80JE_NDdp,anthropic/claude-opus-4.7,locus_levenson,human,5,loc_internal,38,4.75,8
egxzU80JE_NDdp,anthropic/claude-opus-4.7,locus_levenson,human,5,loc_powerful_others,27,3.375,8
J7XsGT8AhHjrVa,anthropic/claude-opus-4.7,lsq40,self,4,lsq_activist,28,2.8,10
J7XsGT8AhHjrVa,anthropic/claude-opus-4.7,lsq40,self,4,lsq_pragmatist,34,3.4,10
J7XsGT8AhHjrVa,anthropic/claude-opus-4.7,lsq40,self,4,lsq_reflector,42,4.2,10
J7XsGT8AhHjrVa,anthropic/claude-opus-4.7,lsq40,self,4,lsq_theorist,43,4.3,10
qUbet4GzpU5Gyq,anthropic/claude-opus-4.7,lsq40,self,5,lsq_activist,29,2.9,10
S1wCVA7y3wKQoG,anthropic/claude-opus-4.7,lsq40,human,4,lsq_activist,30,3,10
qUbet4GzpU5Gyq,anthropic/claude-opus-4.7,lsq40,self,5,lsq_pragmatist,35,3.5,10
S1wCVA7y3wKQoG,anthropic/claude-opus-4.7,lsq40,human,4,lsq_pragmatist,39,3.9,10
qUbet4GzpU5Gyq,anthropic/claude-opus-4.7,lsq40,self,5,lsq_reflector,40,4,10
S1wCVA7y3wKQoG,anthropic/claude-opus-4.7,lsq40,human,4,lsq_reflector,36,3.6,10
qUbet4GzpU5Gyq,anthropic/claude-opus-4.7,lsq40,self,5,lsq_theorist,42,4.2,10
S1wCVA7y3wKQoG,anthropic/claude-opus-4.7,lsq40,human,4,lsq_theorist,33,3.3,10
_PVbC-3P8KTIq1,anthropic/claude-opus-4.7,mfq30,self,5,authority,12,2,6
DPfMOOPJo4ZVKD,anthropic/claude-opus-4.7,mfq30,human,4,authority,17,2.8333333333333335,6
_PVbC-3P8KTIq1,anthropic/claude-opus-4.7,mfq30,self,5,care,25,4.166666666666667,6
DPfMOOPJo4ZVKD,anthropic/claude-opus-4.7,mfq30,human,4,care,23,3.8333333333333335,6
_PVbC-3P8KTIq1,anthropic/claude-opus-4.7,mfq30,self,5,fairness,26,4.333333333333333,6
DPfMOOPJo4ZVKD,anthropic/claude-opus-4.7,mfq30,human,4,fairness,22,3.6666666666666665,6
_PVbC-3P8KTIq1,anthropic/claude-opus-4.7,mfq30,self,5,loyalty,11,1.8333333333333333,6
DPfMOOPJo4ZVKD,anthropic/claude-opus-4.7,mfq30,human,4,loyalty,18,3,6
yZVk0JDcvogdh7,anthropic/claude-opus-4.7,lsq40,human,5,lsq_activist,30,3,10
yZVk0JDcvogdh7,anthropic/claude-opus-4.7,lsq40,human,5,lsq_pragmatist,39,3.9,10
yZVk0JDcvogdh7,anthropic/claude-opus-4.7,lsq40,human,5,lsq_reflector,38,3.8,10
yZVk0JDcvogdh7,anthropic/claude-opus-4.7,lsq40,human,5,lsq_theorist,33,3.3,10
_PVbC-3P8KTIq1,anthropic/claude-opus-4.7,mfq30,self,5,sanctity,9,1.5,6
DPfMOOPJo4ZVKD,anthropic/claude-opus-4.7,mfq30,human,4,sanctity,16,2.6666666666666665,6
kyzntnU9sZVUmK,anthropic/claude-opus-4.7,mfq30,self,4,authority,11,1.8333333333333333,6
SsZ0SB5hKfSjR7,anthropic/claude-opus-4.7,mfq30,human,5,authority,17,2.8333333333333335,6
kyzntnU9sZVUmK,anthropic/claude-opus-4.7,mfq30,self,4,care,25,4.166666666666667,6
SsZ0SB5hKfSjR7,anthropic/claude-opus-4.7,mfq30,human,5,care,24,4,6
kyzntnU9sZVUmK,anthropic/claude-opus-4.7,mfq30,self,4,fairness,26,4.333333333333333,6
SsZ0SB5hKfSjR7,anthropic/claude-opus-4.7,mfq30,human,5,fairness,22,3.6666666666666665,6
kyzntnU9sZVUmK,anthropic/claude-opus-4.7,mfq30,self,4,loyalty,11,1.8333333333333333,6
SsZ0SB5hKfSjR7,anthropic/claude-opus-4.7,mfq30,human,5,loyalty,18,3,6
kyzntnU9sZVUmK,anthropic/claude-opus-4.7,mfq30,self,4,sanctity,8,1.3333333333333333,6
SsZ0SB5hKfSjR7,anthropic/claude-opus-4.7,mfq30,human,5,sanctity,15,2.5,6
I856GfIaxEdQJW,anthropic/claude-opus-4.7,ncs18,self,4,need_for_cognition,83,4.611111111111111,18
VtkMZBwxF7AUl3,anthropic/claude-opus-4.7,ncs18,self,5,need_for_cognition,84,4.666666666666667,18
8L810wj5-K1kIO,anthropic/claude-opus-4.7,ncs18,human,4,need_for_cognition,53,2.9444444444444446,18
qqR6yNc_oZHzob,anthropic/claude-opus-4.7,pvq21,self,5,achievement,6,3,2
qqR6yNc_oZHzob,anthropic/claude-opus-4.7,pvq21,self,5,benevolence,11,5.5,2
qqR6yNc_oZHzob,anthropic/claude-opus-4.7,pvq21,self,5,conformity,7,3.5,2
qqR6yNc_oZHzob,anthropic/claude-opus-4.7,pvq21,self,5,hedonism,4,2,2
naIaUXrcAkG6Km,anthropic/claude-opus-4.7,ncs18,human,5,need_for_cognition,53,2.9444444444444446,18
qqR6yNc_oZHzob,anthropic/claude-opus-4.7,pvq21,self,5,power,3,1.5,2
qqR6yNc_oZHzob,anthropic/claude-opus-4.7,pvq21,self,5,security,6,3,2
qqR6yNc_oZHzob,anthropic/claude-opus-4.7,pvq21,self,5,self_direction,11,5.5,2
qqR6yNc_oZHzob,anthropic/claude-opus-4.7,pvq21,self,5,stimulation,7,3.5,2
qqR6yNc_oZHzob,anthropic/claude-opus-4.7,pvq21,self,5,tradition,8,4,2
qqR6yNc_oZHzob,anthropic/claude-opus-4.7,pvq21,self,5,universalism,17,5.666666666666667,3
VhRhNy5TqmBhV7,anthropic/claude-opus-4.7,pvq21,self,4,achievement,4,2,2
QWG27p9VtHpDjY,anthropic/claude-opus-4.7,pvq21,human,4,achievement,8,4,2
VhRhNy5TqmBhV7,anthropic/claude-opus-4.7,pvq21,self,4,benevolence,11,5.5,2
QWG27p9VtHpDjY,anthropic/claude-opus-4.7,pvq21,human,4,benevolence,10,5,2
VhRhNy5TqmBhV7,anthropic/claude-opus-4.7,pvq21,self,4,conformity,7,3.5,2
QWG27p9VtHpDjY,anthropic/claude-opus-4.7,pvq21,human,4,conformity,9,4.5,2
VhRhNy5TqmBhV7,anthropic/claude-opus-4.7,pvq21,self,4,hedonism,4,2,2
QWG27p9VtHpDjY,anthropic/claude-opus-4.7,pvq21,human,4,hedonism,8,4,2
VhRhNy5TqmBhV7,anthropic/claude-opus-4.7,pvq21,self,4,power,3,1.5,2
QWG27p9VtHpDjY,anthropic/claude-opus-4.7,pvq21,human,4,power,7,3.5,2
VhRhNy5TqmBhV7,anthropic/claude-opus-4.7,pvq21,self,4,security,5,2.5,2
QWG27p9VtHpDjY,anthropic/claude-opus-4.7,pvq21,human,4,security,10,5,2
VhRhNy5TqmBhV7,anthropic/claude-opus-4.7,pvq21,self,4,self_direction,10,5,2
QWG27p9VtHpDjY,anthropic/claude-opus-4.7,pvq21,human,4,self_direction,9,4.5,2
VhRhNy5TqmBhV7,anthropic/claude-opus-4.7,pvq21,self,4,stimulation,6,3,2
QWG27p9VtHpDjY,anthropic/claude-opus-4.7,pvq21,human,4,stimulation,7,3.5,2
VhRhNy5TqmBhV7,anthropic/claude-opus-4.7,pvq21,self,4,tradition,8,4,2
QWG27p9VtHpDjY,anthropic/claude-opus-4.7,pvq21,human,4,tradition,8,4,2
VhRhNy5TqmBhV7,anthropic/claude-opus-4.7,pvq21,self,4,universalism,17,5.666666666666667,3
QWG27p9VtHpDjY,anthropic/claude-opus-4.7,pvq21,human,4,universalism,15,5,3
jz-hfkxUzQrXA3,anthropic/claude-opus-4.7,pvq21,human,5,achievement,8,4,2
jz-hfkxUzQrXA3,anthropic/claude-opus-4.7,pvq21,human,5,benevolence,10,5,2
jz-hfkxUzQrXA3,anthropic/claude-opus-4.7,pvq21,human,5,conformity,9,4.5,2
jz-hfkxUzQrXA3,anthropic/claude-opus-4.7,pvq21,human,5,hedonism,8,4,2
jz-hfkxUzQrXA3,anthropic/claude-opus-4.7,pvq21,human,5,power,7,3.5,2
jz-hfkxUzQrXA3,anthropic/claude-opus-4.7,pvq21,human,5,security,10,5,2
jz-hfkxUzQrXA3,anthropic/claude-opus-4.7,pvq21,human,5,self_direction,9,4.5,2
jz-hfkxUzQrXA3,anthropic/claude-opus-4.7,pvq21,human,5,stimulation,7,3.5,2
jz-hfkxUzQrXA3,anthropic/claude-opus-4.7,pvq21,human,5,tradition,8,4,2
jz-hfkxUzQrXA3,anthropic/claude-opus-4.7,pvq21,human,5,universalism,15,5,3
mqg1KVvaZ-X7d9,anthropic/claude-opus-4.7,sd3,self,4,machiavellianism,17,1.8888888888888888,9
OutMCWU6inxx_S,anthropic/claude-opus-4.7,sd3,self,5,machiavellianism,17,1.8888888888888888,9
BaNtiW5uvmOPKU,anthropic/claude-opus-4.7,sd3,human,4,machiavellianism,26,2.888888888888889,9
mqg1KVvaZ-X7d9,anthropic/claude-opus-4.7,sd3,self,4,narcissism,20,2.2222222222222223,9
OutMCWU6inxx_S,anthropic/claude-opus-4.7,sd3,self,5,narcissism,19,2.111111111111111,9
BaNtiW5uvmOPKU,anthropic/claude-opus-4.7,sd3,human,4,narcissism,23,2.5555555555555554,9
mqg1KVvaZ-X7d9,anthropic/claude-opus-4.7,sd3,self,4,psychopathy,12,1.3333333333333333,9
OutMCWU6inxx_S,anthropic/claude-opus-4.7,sd3,self,5,psychopathy,10,1.1111111111111112,9
BaNtiW5uvmOPKU,anthropic/claude-opus-4.7,sd3,human,4,psychopathy,19,2.111111111111111,9
dbxcQL7ErjHJUI,anthropic/claude-opus-4.7,vark16,self,4,vark_aural,7,1.75,4
dbxcQL7ErjHJUI,anthropic/claude-opus-4.7,vark16,self,4,vark_kinesthetic,11,2.75,4
dbxcQL7ErjHJUI,anthropic/claude-opus-4.7,vark16,self,4,vark_read_write,19,4.75,4
dbxcQL7ErjHJUI,anthropic/claude-opus-4.7,vark16,self,4,vark_visual,11,2.75,4
FKdUeZgLA8Sb_L,anthropic/claude-opus-4.7,sd3,human,5,machiavellianism,26,2.888888888888889,9
FKdUeZgLA8Sb_L,anthropic/claude-opus-4.7,sd3,human,5,narcissism,24,2.6666666666666665,9
FKdUeZgLA8Sb_L,anthropic/claude-opus-4.7,sd3,human,5,psychopathy,19,2.111111111111111,9
muNQ_x9dCBnR1t,anthropic/claude-opus-4.7,vark16,self,5,vark_aural,6,1.5,4
muNQ_x9dCBnR1t,anthropic/claude-opus-4.7,vark16,self,5,vark_kinesthetic,11,2.75,4
muNQ_x9dCBnR1t,anthropic/claude-opus-4.7,vark16,self,5,vark_read_write,19,4.75,4
muNQ_x9dCBnR1t,anthropic/claude-opus-4.7,vark16,self,5,vark_visual,10,2.5,4
yKMq-y2kyfzKri,anthropic/claude-opus-4.7,vark16,human,4,vark_aural,12,3,4
Mwa0T95HFoDNGy,anthropic/claude-opus-4.7,vark16,human,5,vark_aural,12,3,4
yKMq-y2kyfzKri,anthropic/claude-opus-4.7,vark16,human,4,vark_kinesthetic,16,4,4
Mwa0T95HFoDNGy,anthropic/claude-opus-4.7,vark16,human,5,vark_kinesthetic,16,4,4
yKMq-y2kyfzKri,anthropic/claude-opus-4.7,vark16,human,4,vark_read_write,11,2.75,4
Mwa0T95HFoDNGy,anthropic/claude-opus-4.7,vark16,human,5,vark_read_write,11,2.75,4
yKMq-y2kyfzKri,anthropic/claude-opus-4.7,vark16,human,4,vark_visual,14,3.5,4
Mwa0T95HFoDNGy,anthropic/claude-opus-4.7,vark16,human,5,vark_visual,14,3.5,4
wriAU91W5HyDfv,anthropic/claude-opus-4.6,ecr12,self,1,attachment_anxiety,22,3.6666666666666665,6
kswA8i4kKCEO2E,anthropic/claude-opus-4.6,ecr12,self,2,attachment_anxiety,22,3.6666666666666665,6
x2eE9axEtny0lk,anthropic/claude-opus-4.6,ecr12,self,3,attachment_anxiety,22,3.6666666666666665,6
wriAU91W5HyDfv,anthropic/claude-opus-4.6,ecr12,self,1,attachment_avoidance,15,2.5,6
kswA8i4kKCEO2E,anthropic/claude-opus-4.6,ecr12,self,2,attachment_avoidance,15,2.5,6
x2eE9axEtny0lk,anthropic/claude-opus-4.6,ecr12,self,3,attachment_avoidance,15,2.5,6
Gx7wSq5F1Jnxu5,anthropic/claude-opus-4.6,ecr12,self,4,attachment_anxiety,22,3.6666666666666665,6
wQgNVA3OMOeZov,anthropic/claude-opus-4.6,ecr12,self,5,attachment_anxiety,22,3.6666666666666665,6
rYqJ-Q8zbTKO6b,anthropic/claude-opus-4.6,ecr12,human,1,attachment_anxiety,25,4.166666666666667,6
Gx7wSq5F1Jnxu5,anthropic/claude-opus-4.6,ecr12,self,4,attachment_avoidance,15,2.5,6
wQgNVA3OMOeZov,anthropic/claude-opus-4.6,ecr12,self,5,attachment_avoidance,15,2.5,6
rYqJ-Q8zbTKO6b,anthropic/claude-opus-4.6,ecr12,human,1,attachment_avoidance,16,2.6666666666666665,6
L2jcAWxgxRy8yO,anthropic/claude-opus-4.6,ecr12,human,2,attachment_anxiety,25,4.166666666666667,6
9zapRkuQRl-1qm,anthropic/claude-opus-4.6,ecr12,human,3,attachment_anxiety,25,4.166666666666667,6
TsD0bKmKAf8N4T,anthropic/claude-opus-4.6,ecr12,human,4,attachment_anxiety,25,4.166666666666667,6
L2jcAWxgxRy8yO,anthropic/claude-opus-4.6,ecr12,human,2,attachment_avoidance,16,2.6666666666666665,6
9zapRkuQRl-1qm,anthropic/claude-opus-4.6,ecr12,human,3,attachment_avoidance,16,2.6666666666666665,6
TsD0bKmKAf8N4T,anthropic/claude-opus-4.6,ecr12,human,4,attachment_avoidance,16,2.6666666666666665,6
PD9NeNZziXMUBt,anthropic/claude-opus-4.6,ecr12,human,5,attachment_anxiety,25,4.166666666666667,6
PD9NeNZziXMUBt,anthropic/claude-opus-4.6,ecr12,human,5,attachment_avoidance,17,2.8333333333333335,6
U1fAjQdGzlK7eH,anthropic/claude-opus-4.6,enneagram36,self,1,ennea_1,14,3.5,4
FWqD2juwqv_N6a,anthropic/claude-opus-4.6,enneagram36,self,2,ennea_1,14,3.5,4
U1fAjQdGzlK7eH,anthropic/claude-opus-4.6,enneagram36,self,1,ennea_2,15,3.75,4
FWqD2juwqv_N6a,anthropic/claude-opus-4.6,enneagram36,self,2,ennea_2,15,3.75,4
U1fAjQdGzlK7eH,anthropic/claude-opus-4.6,enneagram36,self,1,ennea_3,13,3.25,4
FWqD2juwqv_N6a,anthropic/claude-opus-4.6,enneagram36,self,2,ennea_3,13,3.25,4
U1fAjQdGzlK7eH,anthropic/claude-opus-4.6,enneagram36,self,1,ennea_4,12,3,4
FWqD2juwqv_N6a,anthropic/claude-opus-4.6,enneagram36,self,2,ennea_4,12,3,4
U1fAjQdGzlK7eH,anthropic/claude-opus-4.6,enneagram36,self,1,ennea_5,17,4.25,4
FWqD2juwqv_N6a,anthropic/claude-opus-4.6,enneagram36,self,2,ennea_5,17,4.25,4
U1fAjQdGzlK7eH,anthropic/claude-opus-4.6,enneagram36,self,1,ennea_6,15,3.75,4
FWqD2juwqv_N6a,anthropic/claude-opus-4.6,enneagram36,self,2,ennea_6,15,3.75,4
U1fAjQdGzlK7eH,anthropic/claude-opus-4.6,enneagram36,self,1,ennea_7,13,3.25,4
FWqD2juwqv_N6a,anthropic/claude-opus-4.6,enneagram36,self,2,ennea_7,13,3.25,4
U1fAjQdGzlK7eH,anthropic/claude-opus-4.6,enneagram36,self,1,ennea_8,10,2.5,4
FWqD2juwqv_N6a,anthropic/claude-opus-4.6,enneagram36,self,2,ennea_8,10,2.5,4
U1fAjQdGzlK7eH,anthropic/claude-opus-4.6,enneagram36,self,1,ennea_9,15,3.75,4
FWqD2juwqv_N6a,anthropic/claude-opus-4.6,enneagram36,self,2,ennea_9,15,3.75,4
ICCMVWQpzyzZfI,anthropic/claude-opus-4.6,enneagram36,self,3,ennea_1,14,3.5,4
M7WImZNSrxKsvg,anthropic/claude-opus-4.6,enneagram36,self,4,ennea_1,14,3.5,4
vJ3jyrv464IHEM,anthropic/claude-opus-4.6,enneagram36,self,5,ennea_1,14,3.5,4
ICCMVWQpzyzZfI,anthropic/claude-opus-4.6,enneagram36,self,3,ennea_2,15,3.75,4
M7WImZNSrxKsvg,anthropic/claude-opus-4.6,enneagram36,self,4,ennea_2,15,3.75,4
vJ3jyrv464IHEM,anthropic/claude-opus-4.6,enneagram36,self,5,ennea_2,15,3.75,4
ICCMVWQpzyzZfI,anthropic/claude-opus-4.6,enneagram36,self,3,ennea_3,13,3.25,4
M7WImZNSrxKsvg,anthropic/claude-opus-4.6,enneagram36,self,4,ennea_3,13,3.25,4
vJ3jyrv464IHEM,anthropic/claude-opus-4.6,enneagram36,self,5,ennea_3,13,3.25,4
ICCMVWQpzyzZfI,anthropic/claude-opus-4.6,enneagram36,self,3,ennea_4,12,3,4
M7WImZNSrxKsvg,anthropic/claude-opus-4.6,enneagram36,self,4,ennea_4,12,3,4
vJ3jyrv464IHEM,anthropic/claude-opus-4.6,enneagram36,self,5,ennea_4,12,3,4
ICCMVWQpzyzZfI,anthropic/claude-opus-4.6,enneagram36,self,3,ennea_5,17,4.25,4
M7WImZNSrxKsvg,anthropic/claude-opus-4.6,enneagram36,self,4,ennea_5,17,4.25,4
vJ3jyrv464IHEM,anthropic/claude-opus-4.6,enneagram36,self,5,ennea_5,17,4.25,4
ICCMVWQpzyzZfI,anthropic/claude-opus-4.6,enneagram36,self,3,ennea_6,15,3.75,4
M7WImZNSrxKsvg,anthropic/claude-opus-4.6,enneagram36,self,4,ennea_6,15,3.75,4
vJ3jyrv464IHEM,anthropic/claude-opus-4.6,enneagram36,self,5,ennea_6,15,3.75,4
ICCMVWQpzyzZfI,anthropic/claude-opus-4.6,enneagram36,self,3,ennea_7,13,3.25,4
M7WImZNSrxKsvg,anthropic/claude-opus-4.6,enneagram36,self,4,ennea_7,13,3.25,4
vJ3jyrv464IHEM,anthropic/claude-opus-4.6,enneagram36,self,5,ennea_7,13,3.25,4
ICCMVWQpzyzZfI,anthropic/claude-opus-4.6,enneagram36,self,3,ennea_8,10,2.5,4
M7WImZNSrxKsvg,anthropic/claude-opus-4.6,enneagram36,self,4,ennea_8,10,2.5,4
vJ3jyrv464IHEM,anthropic/claude-opus-4.6,enneagram36,self,5,ennea_8,8,2,4
ICCMVWQpzyzZfI,anthropic/claude-opus-4.6,enneagram36,self,3,ennea_9,15,3.75,4
M7WImZNSrxKsvg,anthropic/claude-opus-4.6,enneagram36,self,4,ennea_9,15,3.75,4
vJ3jyrv464IHEM,anthropic/claude-opus-4.6,enneagram36,self,5,ennea_9,15,3.75,4
Bn00YHjlyxISbI,anthropic/claude-opus-4.6,enneagram36,human,1,ennea_1,14,3.5,4
6-Jvkaef_VoG5G,anthropic/claude-opus-4.6,enneagram36,human,2,ennea_1,14,3.5,4
8o_d12XY67czfX,anthropic/claude-opus-4.6,enneagram36,human,3,ennea_1,14,3.5,4
Bn00YHjlyxISbI,anthropic/claude-opus-4.6,enneagram36,human,1,ennea_2,14,3.5,4
6-Jvkaef_VoG5G,anthropic/claude-opus-4.6,enneagram36,human,2,ennea_2,15,3.75,4
8o_d12XY67czfX,anthropic/claude-opus-4.6,enneagram36,human,3,ennea_2,15,3.75,4
Bn00YHjlyxISbI,anthropic/claude-opus-4.6,enneagram36,human,1,ennea_3,14,3.5,4
6-Jvkaef_VoG5G,anthropic/claude-opus-4.6,enneagram36,human,2,ennea_3,14,3.5,4
8o_d12XY67czfX,anthropic/claude-opus-4.6,enneagram36,human,3,ennea_3,14,3.5,4
Bn00YHjlyxISbI,anthropic/claude-opus-4.6,enneagram36,human,1,ennea_4,11,2.75,4
6-Jvkaef_VoG5G,anthropic/claude-opus-4.6,enneagram36,human,2,ennea_4,12,3,4
8o_d12XY67czfX,anthropic/claude-opus-4.6,enneagram36,human,3,ennea_4,12,3,4
Bn00YHjlyxISbI,anthropic/claude-opus-4.6,enneagram36,human,1,ennea_5,12,3,4
6-Jvkaef_VoG5G,anthropic/claude-opus-4.6,enneagram36,human,2,ennea_5,13,3.25,4
8o_d12XY67czfX,anthropic/claude-opus-4.6,enneagram36,human,3,ennea_5,13,3.25,4
Bn00YHjlyxISbI,anthropic/claude-opus-4.6,enneagram36,human,1,ennea_6,13,3.25,4
6-Jvkaef_VoG5G,anthropic/claude-opus-4.6,enneagram36,human,2,ennea_6,14,3.5,4
8o_d12XY67czfX,anthropic/claude-opus-4.6,enneagram36,human,3,ennea_6,14,3.5,4
Bn00YHjlyxISbI,anthropic/claude-opus-4.6,enneagram36,human,1,ennea_7,14,3.5,4
6-Jvkaef_VoG5G,anthropic/claude-opus-4.6,enneagram36,human,2,ennea_7,14,3.5,4
8o_d12XY67czfX,anthropic/claude-opus-4.6,enneagram36,human,3,ennea_7,14,3.5,4
Bn00YHjlyxISbI,anthropic/claude-opus-4.6,enneagram36,human,1,ennea_8,12,3,4
6-Jvkaef_VoG5G,anthropic/claude-opus-4.6,enneagram36,human,2,ennea_8,12,3,4
8o_d12XY67czfX,anthropic/claude-opus-4.6,enneagram36,human,3,ennea_8,12,3,4
Bn00YHjlyxISbI,anthropic/claude-opus-4.6,enneagram36,human,1,ennea_9,15,3.75,4
6-Jvkaef_VoG5G,anthropic/claude-opus-4.6,enneagram36,human,2,ennea_9,15,3.75,4
8o_d12XY67czfX,anthropic/claude-opus-4.6,enneagram36,human,3,ennea_9,15,3.75,4
StDBg7wTUo3MOt,anthropic/claude-opus-4.6,enneagram36,human,4,ennea_1,14,3.5,4
tnssDOXEDnVnUR,anthropic/claude-opus-4.6,enneagram36,human,5,ennea_1,14,3.5,4
StDBg7wTUo3MOt,anthropic/claude-opus-4.6,enneagram36,human,4,ennea_2,15,3.75,4
tnssDOXEDnVnUR,anthropic/claude-opus-4.6,enneagram36,human,5,ennea_2,15,3.75,4
StDBg7wTUo3MOt,anthropic/claude-opus-4.6,enneagram36,human,4,ennea_3,14,3.5,4
tnssDOXEDnVnUR,anthropic/claude-opus-4.6,enneagram36,human,5,ennea_3,14,3.5,4
StDBg7wTUo3MOt,anthropic/claude-opus-4.6,enneagram36,human,4,ennea_4,12,3,4
tnssDOXEDnVnUR,anthropic/claude-opus-4.6,enneagram36,human,5,ennea_4,12,3,4
StDBg7wTUo3MOt,anthropic/claude-opus-4.6,enneagram36,human,4,ennea_5,13,3.25,4
tnssDOXEDnVnUR,anthropic/claude-opus-4.6,enneagram36,human,5,ennea_5,13,3.25,4
StDBg7wTUo3MOt,anthropic/claude-opus-4.6,enneagram36,human,4,ennea_6,14,3.5,4
tnssDOXEDnVnUR,anthropic/claude-opus-4.6,enneagram36,human,5,ennea_6,14,3.5,4
StDBg7wTUo3MOt,anthropic/claude-opus-4.6,enneagram36,human,4,ennea_7,14,3.5,4
tnssDOXEDnVnUR,anthropic/claude-opus-4.6,enneagram36,human,5,ennea_7,14,3.5,4
StDBg7wTUo3MOt,anthropic/claude-opus-4.6,enneagram36,human,4,ennea_8,12,3,4
tnssDOXEDnVnUR,anthropic/claude-opus-4.6,enneagram36,human,5,ennea_8,12,3,4
StDBg7wTUo3MOt,anthropic/claude-opus-4.6,enneagram36,human,4,ennea_9,15,3.75,4
